,price,bedrooms,bathrooms,m2_living,m2_lot,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode
10833,608.7,4,2.5,209.96078,900.7874879999999,1.0,0,0,3,9,209.96078,0.0,1983,0,98074
10834,812.0,4,2.0,221.10914,568.752166,1.0,0,2,4,8,121.70293,99.40621,1949,0,98199
10835,464.0,5,2.5,315.8702,833.33991,1.0,0,0,4,8,157.9351,157.9351,1959,0,98133
10836,950.0,4,2.5,350.24431,3259.130143,2.0,0,0,3,10,350.24431,0.0,1989,0,98053
10837,700.0,4,2.5,248.236816,399.204191,2.0,0,0,3,8,187.66406,60.572756,2005,0,98115
10838,435.0,3,1.0,109.62554,391.957757,1.0,0,0,3,7,98.47718,11.14836,1939,0,98117
10839,229.5,3,1.5,168.15443,1337.8032,1.0,0,0,4,7,168.15443,0.0,1954,0,98001
10841,265.0,3,2.25,134.70935,1248.5234169999999,1.0,0,0,4,7,109.62554,25.08381,1963,0,98003
10842,995.0,2,2.0,148.6448,5989.270604,1.0,0,0,3,7,148.6448,0.0,1950,0,98072
10843,590.0,3,2.5,246.19295,871.43014,1.0,0,0,5,8,156.07704,90.11591,1975,0,98155
10844,740.0,4,2.75,231.32847,1656.739199,2.0,0,2,3,9,138.42547,92.903,1979,0,98125
10845,360.0,2,0.75,78.96755,716.28213,1.0,0,2,5,6,51.09665,27.8709,1909,0,98108
10846,548.5,4,2.0,169.08346,668.9016,1.0,0,0,3,7,120.7739,48.30956,1976,0,98136
10847,599.0,3,1.75,182.08988,444.819564,1.0,0,0,4,7,101.26427,80.82561,1920,0,98115
10848,615.0,3,1.75,218.32205,1934.24046,1.0,0,0,4,8,167.2254,51.09665,1978,0,98074
10849,292.0,3,1.75,122.63195999999999,613.1598,1.0,0,0,3,7,122.63195999999999,0.0,1988,0,98168
10850,899.0,4,2.5,345.59916,2847.384047,2.0,0,0,3,10,345.59916,0.0,1988,0,98053
10851,500.0,3,1.5,205.31563,603.8695,1.0,0,0,4,7,95.69009,109.62554,1912,0,98136
10852,580.0,3,2.5,177.44473,1073.02965,1.5,0,0,3,8,177.44473,0.0,2003,0,98074
10853,580.0,4,2.5,263.84452,582.316004,2.0,0,0,3,9,263.84452,0.0,1998,0,98028
10854,594.0,3,1.0,122.63195999999999,464.515,1.0,0,0,4,7,101.26427,21.36769,1920,0,98107
10855,500.0,3,2.5,226.68332,706.0628,1.0,0,0,3,7,131.92226,94.76106,1981,0,98052
10856,550.0,4,2.5,224.82526,748.426568,1.0,0,0,3,8,156.07704,68.74822,1988,0,98029
10857,275.0,3,1.75,109.62554,581.57278,1.0,0,0,4,8,109.62554,0.0,1993,0,98038
10858,390.0,3,2.25,169.08346,689.34026,2.0,0,0,4,8,169.08346,0.0,1983,0,98058
10860,250.0,3,2.25,144.92867999999999,1425.13202,2.0,0,0,3,7,144.92867999999999,0.0,1997,0,98168
10861,405.0,2,2.5,166.29637,501.6762,2.0,0,0,4,8,166.29637,0.0,1979,0,98052
10862,213.95,3,1.0,132.85129,650.321,1.0,0,0,3,6,132.85129,0.0,1968,0,98023
10863,232.0,3,1.5,129.13517,1053.52002,1.0,0,0,4,7,129.13517,0.0,1963,0,98031
10864,207.0,3,1.0,91.97397,1003.3524,1.0,0,0,4,6,91.97397,0.0,1959,0,98002
10865,310.0,3,1.75,174.65764,2819.234438,1.0,0,0,3,8,174.65764,0.0,1988,0,98001
10866,540.0,3,2.5,234.11556,464.515,3.0,0,0,3,9,234.11556,0.0,1990,0,98106
10867,750.0,4,1.5,191.38018,371.612,1.5,0,2,3,7,146.78674,44.59344,1920,1990,98103
10868,392.5,4,2.5,199.74145,678.470609,2.0,0,0,3,8,199.74145,0.0,2005,0,98056
10869,305.0,5,2.5,232.2575,1135.27466,1.0,0,0,3,8,157.00607,75.25143,1962,0,98003
10870,735.0,3,2.5,222.03817,850.712771,2.0,0,0,3,9,222.03817,0.0,1984,0,98052
10871,575.0,4,2.5,222.9672,570.145711,2.0,0,0,3,8,222.9672,0.0,1990,0,98074
10872,175.0,2,1.0,61.315979999999996,464.515,1.0,0,0,3,6,61.315979999999996,0.0,1915,0,98106
10873,291.0,4,2.5,146.78674,616.225599,2.0,0,0,4,7,146.78674,0.0,1984,0,98042
10874,791.5,4,2.5,301.93475,833.33991,2.0,0,0,3,10,301.93475,0.0,1994,0,98075
10875,475.0,3,2.0,174.65764,897.3500769999999,1.0,0,0,3,8,109.62554,65.0321,1951,0,98155
10876,238.95,2,1.0,110.55457,1059.0942,1.0,0,0,3,7,110.55457,0.0,1951,0,98178
10877,470.0,3,3.5,118.91584,116.779071,2.0,0,0,3,8,96.61912,22.29672,2000,0,98107
10878,420.0,4,1.75,221.10914,1423.645572,1.0,0,0,3,8,149.57383,71.53531,1978,0,98074
10879,440.0,3,2.5,189.52212,706.527315,2.0,0,0,3,8,189.52212,0.0,1996,0,98045
10880,656.0,4,1.75,133.78032,399.4829,1.5,0,0,4,8,119.84487,13.93545,1929,0,98117
10881,559.95,3,2.5,196.95436,400.41193,2.0,0,0,3,7,196.95436,0.0,2001,0,98053
10882,600.0,2,2.0,91.97397,503.162648,1.0,0,0,3,6,91.97397,0.0,1935,0,98122
10883,255.0,3,1.0,158.86413,1114.836,1.0,0,0,4,7,158.86413,0.0,1972,0,98001
10884,210.75,4,1.5,170.94152,657.381628,1.5,0,0,3,7,170.94152,0.0,1957,0,98106
10885,485.0,4,1.0,106.83845,237.83168,1.5,0,0,3,7,106.83845,0.0,1909,0,98109
10886,390.0,3,2.5,209.03175,750.284628,2.0,0,0,3,8,209.03175,0.0,1995,0,98038
10887,405.0,3,2.5,228.54138,1170.5778,1.0,0,0,4,8,168.15443,60.38695,1970,0,98059
10888,462.5,4,1.0,143.07062,418.0635,1.5,0,0,2,7,143.07062,0.0,1905,0,98116
10889,435.0,4,2.25,205.31563,1307.423919,1.0,0,0,3,8,151.43189,53.88374,1978,0,98059
10890,440.0,3,2.5,133.78032,504.834902,2.0,0,0,3,7,133.78032,0.0,2003,0,98053
10891,299.95,3,1.75,166.29637,710.70795,1.0,0,3,3,9,166.29637,0.0,1978,0,98023
10892,440.0,2,1.5,104.05136,95.132672,2.0,0,0,3,8,104.05136,0.0,1970,1998,98122
10893,312.62,3,2.5,117.05778,1103.408931,1.0,0,0,3,7,117.05778,0.0,1975,0,98045
10894,372.5,3,1.5,109.62554,1144.936572,1.0,0,0,3,7,74.3224,35.30314,1981,0,98074
10895,297.262,3,2.5,160.72219,750.284628,2.0,0,0,3,8,160.72219,0.0,1994,0,98003
10896,735.0,4,3.0,209.03175,673.082235,1.0,0,0,4,7,116.12875,92.903,1963,0,98005
10897,430.0,3,1.5,143.99965,467.673702,2.0,0,0,4,7,143.99965,0.0,1922,0,98177
10898,241.0,2,1.75,99.40621,905.80425,1.5,0,0,3,7,99.40621,0.0,1995,0,98014
10899,201.0,3,1.0,135.63838,905.80425,1.0,0,0,4,7,135.63838,0.0,1969,0,98042
10900,570.0,2,1.0,98.47718,371.612,1.0,0,0,4,7,98.47718,0.0,1910,0,98115
10901,538.0,4,1.75,170.94152,891.8688,1.0,0,0,3,7,113.34166,57.59986,1967,0,98052
10902,729.0,3,2.5,226.68332,394.280332,2.0,0,0,3,8,226.68332,0.0,2011,0,98052
10903,331.5,4,1.75,157.9351,1370.8766679999999,1.0,0,0,3,7,78.96755,78.96755,1955,0,98006
10904,110.7,2,1.0,63.17404,749.169792,1.0,0,0,3,6,63.17404,0.0,1941,0,98188
10905,245.0,3,2.0,157.9351,784.844544,1.0,0,0,3,7,157.9351,0.0,1996,0,98022
10906,427.0,3,1.75,185.806,660.633233,1.0,0,0,4,7,126.34808,59.45792,1956,0,98177
10907,650.5,4,1.75,217.39302,551.84382,1.0,0,0,3,8,119.84487,97.54814999999999,1953,0,98115
10908,335.9,2,1.0,104.05136,691.19832,1.0,0,0,4,7,104.05136,0.0,1939,0,98155
10909,535.0,2,2.0,140.28353,476.871099,1.5,0,0,3,7,140.28353,0.0,1939,0,98199
10910,360.0,5,2.0,196.95436,222.9672,1.0,0,0,4,6,100.33524,96.61912,1906,0,98144
10911,294.9,3,2.25,139.3545,752.5143,1.0,0,0,3,7,112.41263,26.94187,1968,0,98055
10912,460.0,2,1.0,95.69009,551.286402,1.0,0,0,4,7,95.69009,0.0,1928,0,98115
10914,463.0,2,1.0,106.83845,408.7732,1.0,0,0,4,7,106.83845,0.0,1905,0,98112
10915,332.0,5,1.5,224.82526,4046.85468,1.0,0,2,3,8,139.3545,85.47076,1962,0,98022
10916,199.5,4,2.0,162.58025,754.000748,1.0,0,0,4,5,162.58025,0.0,1943,0,98056
10917,247.0,4,2.0,162.58025,754.000748,1.0,0,0,4,5,162.58025,0.0,1943,0,98056
10918,442.5,4,2.5,201.59951,1302.871672,2.0,0,0,3,8,201.59951,0.0,1992,0,98019
10919,600.0,3,2.0,235.97362,22055.358006,1.0,0,0,3,9,235.97362,0.0,2007,0,98022
10920,449.0,3,2.5,157.00607,355.539781,2.0,0,0,3,7,157.00607,0.0,2005,0,98053
10921,725.0,4,1.0,148.6448,418.0635,1.5,0,0,4,7,148.6448,0.0,1926,0,98115
10922,215.0,3,1.0,98.47718,733.9337,1.0,0,0,3,7,98.47718,0.0,1961,2001,98058
10923,582.5,2,1.75,184.87697,608.421747,1.0,0,0,3,7,108.69651,76.18046,1948,0,98115
10924,305.0,4,2.25,205.31563,870.594013,2.0,0,0,4,8,205.31563,0.0,1968,0,98032
10925,734.0,4,2.75,287.07027,710.70795,2.0,0,2,3,8,217.39302,69.67725,1959,1989,98042
10926,300.0,3,2.0,97.54814999999999,935.719016,1.0,0,0,3,7,97.54814999999999,0.0,1986,0,98019
10927,525.888,5,1.75,236.90265,6677.310222,1.0,0,0,5,7,168.15443,68.74822,1960,0,98027
10928,711.0,4,2.5,194.631785,408.7732,1.5,0,0,5,8,120.309385,74.3224,1910,0,98116
10929,360.0,3,1.75,141.21256,1141.034646,1.0,0,0,3,8,113.34166,27.8709,1978,0,98155
10930,357.0,5,2.5,255.48325,1147.35205,2.0,0,0,3,8,255.48325,0.0,1987,0,98031
10931,235.0,3,1.75,111.4836,860.839198,1.0,0,0,4,7,111.4836,0.0,1960,0,98002
10932,550.0,3,1.75,170.01248999999999,903.01716,1.0,0,1,3,7,106.83845,63.17404,1928,1976,98040
10933,324.0,3,1.0,107.76748,669.087406,1.0,0,0,4,7,107.76748,0.0,1957,0,98133
10934,420.0,3,2.0,162.58025,858.330817,1.0,0,0,3,8,130.99323,31.58702,1989,0,98133
10935,450.0,4,2.5,222.9672,714.702779,2.0,0,0,3,8,222.9672,0.0,2003,0,98059
10936,825.0,5,3.5,384.61842,628.95331,2.0,0,0,3,9,281.49609,103.12233,2004,0,98027
10937,272.0,4,2.25,196.489845,579.157302,2.0,0,0,3,7,196.489845,0.0,1998,0,98002
10938,481.0,3,2.0,239.68974,1454.210659,1.5,0,0,3,9,239.68974,0.0,1990,0,98166
10939,500.0,3,1.0,113.34166,315.8702,1.0,0,0,3,7,98.47718,14.86448,1927,0,98117
10940,448.0,2,1.5,151.43189,351.17334,1.0,0,0,4,7,82.68367,68.74822,1940,0,98107
10941,480.0,2,2.0,125.41905,392.05066,1.0,0,0,3,8,125.41905,0.0,2004,0,98053
10942,475.0,3,2.5,157.00607,268.48967,2.0,0,0,3,7,157.00607,0.0,2004,0,98053
10943,472.5,2,2.25,157.9351,221.387849,2.0,0,0,3,8,157.9351,0.0,2005,0,98029
10944,291.0,4,2.25,175.58667,707.549248,1.0,0,0,4,8,117.05778,58.52889,1979,0,98003
10945,294.0,2,1.0,78.96755,487.74075,1.0,0,0,4,7,78.96755,0.0,1950,0,98133
10946,1013.05,4,2.5,230.39944,1178.753264,1.0,0,0,4,9,169.08346,61.315979999999996,1967,0,98004
10947,442.5,3,2.5,157.00607,290.693487,2.0,0,0,3,7,157.00607,0.0,2002,0,98053
10948,170.0,2,1.0,75.25143,782.614872,1.0,0,0,4,6,75.25143,0.0,1959,0,98023
10950,665.0,3,2.25,239.68974,557.418,2.0,0,0,3,8,165.36734,74.3224,1925,0,98144
10952,675.0,2,1.75,198.81242,464.515,1.0,0,0,3,7,92.903,105.90942,1930,1991,98112
10953,279.9,2,1.75,126.34808,929.03,1.0,0,0,3,6,126.34808,0.0,1957,1989,98019
10954,875.0,4,1.5,167.2254,301.470235,1.5,0,0,4,8,167.2254,0.0,1929,0,98103
10955,571.0,3,2.5,178.37376,359.255901,2.0,0,0,3,8,178.37376,0.0,2005,0,98029
10956,320.0,3,1.0,79.89658,470.08918,1.5,0,0,3,7,79.89658,0.0,1927,0,98133
10957,525.0,3,2.5,217.39302,3253.555963,1.0,0,0,3,9,217.39302,0.0,1986,0,98038
10959,137.9,3,1.75,107.76748,472.133046,1.0,0,0,3,6,53.88374,53.88374,1942,0,98178
10960,440.0,3,2.25,156.07704,5301.323889,2.0,0,0,4,8,156.07704,0.0,1989,0,98045
10961,360.0,3,1.0,118.91584,359.53461,1.0,0,0,3,7,59.45792,59.45792,1945,0,98122
10962,271.0,4,1.5,167.2254,889.639128,1.0,0,0,4,7,167.2254,0.0,1977,0,98045
10963,465.0,6,3.25,394.83774999999997,2167.055378,1.0,0,3,3,10,199.74145,195.09629999999999,1967,0,98003
10964,280.0,4,2.5,222.9672,426.982188,2.0,0,0,3,8,222.9672,0.0,2004,0,98001
10965,283.0,2,1.0,87.32882,589.93405,1.0,0,0,4,5,87.32882,0.0,1942,0,98103
10966,411.5,3,1.0,103.12233,669.644824,1.0,0,0,3,7,103.12233,0.0,1980,0,98052
10967,282.0,3,2.25,224.82526,701.231844,1.0,0,0,4,8,127.27711,97.54814999999999,1967,0,98023
10968,535.0,3,2.5,171.87055,139.261597,2.5,0,0,3,9,166.29637,5.57418,2005,0,98199
10969,554.729,4,2.5,187.66406,404.12805,2.0,0,0,5,9,160.72219,26.94187,1943,0,98199
10970,868.0,4,2.5,187.66406,404.12805,2.0,0,0,5,9,160.72219,26.94187,1943,0,98199
10971,427.0,3,2.5,170.01248999999999,6070.28202,1.0,0,0,3,8,141.21256,28.79993,1991,0,98045
10972,455.0,4,1.75,178.37376,557.418,1.0,0,0,4,7,89.18688,89.18688,1954,0,98125
10973,595.0,2,1.75,118.91584,789.6754999999999,1.0,0,0,3,7,118.91584,0.0,1953,2010,98033
10974,400.0,4,2.5,290.78639,486.81172,2.0,0,0,3,8,290.78639,0.0,2004,0,98038
10975,770.0,4,2.5,364.17976,1153.390745,2.0,0,0,3,10,364.17976,0.0,1997,0,98075
10976,742.5,4,2.75,287.9993,350.523019,2.0,0,0,3,8,185.806,102.1933,1919,1996,98122
10978,375.0,3,2.0,155.14801,1279.738825,1.0,0,0,3,8,155.14801,0.0,1968,0,98045
10980,545.0,4,2.0,507.343283,2125.62064,1.0,0,0,4,9,303.328295,204.014988,1964,0,98032
10981,1050.0,4,3.25,408.7732,1544.512375,2.0,0,0,3,11,408.7732,0.0,2003,0,98075
10983,178.0,4,1.5,111.4836,1037.0761889999999,1.5,0,0,4,6,111.4836,0.0,1970,0,98092
10984,262.5,3,1.75,136.56741,965.26217,1.0,0,0,3,7,136.56741,0.0,1989,0,98031
10985,730.0,3,1.75,153.28995,464.515,1.5,0,0,4,8,153.28995,0.0,1900,0,98107
10986,395.0,5,1.75,170.94152,971.115059,1.0,0,2,3,8,126.34808,44.59344,1948,0,98166
10987,355.0,3,1.0,112.41263,617.80495,1.0,0,0,3,6,112.41263,0.0,1959,0,98008
10988,299.99,3,2.5,173.72861,793.484523,2.0,0,0,3,8,173.72861,0.0,1989,0,98023
10989,1125.0,4,3.25,361.39267,39213.984688,1.5,0,0,3,9,292.64445,68.74822,2001,0,98038
10990,425.0,4,2.25,247.12198,1040.5136,2.0,0,0,4,8,247.12198,0.0,1972,0,98059
10991,349.0,2,1.0,106.83845,701.603456,1.0,0,0,3,7,106.83845,0.0,1951,0,98125
10992,554.95,4,1.75,161.65122,447.420848,1.0,0,0,5,7,80.82561,80.82561,1942,0,98116
10993,326.0,6,3.0,239.68974,749.169792,1.5,0,0,3,7,174.65764,65.0321,1913,0,98118
10994,580.0,4,1.75,159.79316,647.998425,1.0,0,0,3,8,131.92226,27.8709,1975,0,98052
10995,699.0,3,2.5,254.55422,1714.524865,2.0,0,1,4,10,140.28353,114.27069,1977,0,98040
10996,757.0,3,2.75,242.47683,1048.87487,1.0,0,0,3,7,151.43189,91.04494,1985,0,98033
10997,335.0,3,1.75,130.0642,735.79176,1.0,0,0,3,7,130.0642,0.0,1965,0,98034
10998,660.0,3,2.0,238.76071,2647.7355,1.0,0,0,3,9,183.01891,55.7418,1983,0,98052
10999,540.0,4,2.75,262.91549,681.350602,2.0,0,0,3,8,262.91549,0.0,2005,0,98059
11000,320.0,5,2.25,244.33489,801.288375,2.0,0,0,3,8,244.33489,0.0,1966,0,98032
11001,280.0,3,2.5,146.78674,735.605954,2.0,0,0,3,7,146.78674,0.0,1994,0,98055
11002,324.0,3,2.0,143.07062,1015.522693,1.0,0,3,3,7,143.07062,0.0,1989,0,98045
11003,300.0,3,1.0,196.95436,718.604705,1.0,0,0,4,7,98.47718,98.47718,1967,0,98059
11004,360.0,3,1.75,170.01248999999999,929.03,2.0,0,0,4,7,170.01248999999999,0.0,1913,1964,98019
11005,600.0,3,2.5,209.96078,943.244159,2.0,0,0,3,10,209.96078,0.0,1987,0,98074
11006,950.0,4,1.75,232.2575,8579.313341,1.0,0,0,4,8,139.3545,92.903,1970,0,98040
11007,599.95,3,3.25,170.01248999999999,167.597012,3.0,0,0,3,8,170.01248999999999,0.0,2014,0,98117
11008,190.0,4,1.0,110.55457,735.79176,1.0,0,0,3,6,82.68367,27.8709,1951,0,98126
11009,350.0,4,1.75,214.60593,836.312806,1.0,0,0,3,7,165.36734,49.23859,1970,0,98034
11010,522.0,3,1.0,114.27069,427.3538,1.5,0,0,3,7,114.27069,0.0,1929,0,98116
11011,850.0,3,2.5,273.13482,1004.188527,2.0,0,0,3,10,273.13482,0.0,1992,0,98006
11012,308.0,3,1.0,93.83203,817.5464,1.0,0,0,4,7,93.83203,0.0,1954,0,98118
11013,1020.0,6,2.25,236.90265,464.515,2.0,0,0,4,7,236.90265,0.0,1907,0,98117
11014,397.5,3,1.0,137.49644,473.8053,1.5,0,0,3,7,137.49644,0.0,1938,1959,98103
11015,186.0,3,1.75,135.63838,740.158201,1.0,0,0,3,7,96.61912,39.01926,1977,0,98023
11016,436.5,5,3.0,288.92833,1154.691387,1.0,0,0,3,8,166.29637,122.63195999999999,1977,0,98011
11017,710.0,3,2.0,198.81242,457.361469,1.0,0,0,4,8,99.40621,99.40621,1928,0,98103
11019,450.0,3,2.25,182.08988,992.389846,1.0,0,0,3,7,182.08988,0.0,1957,0,98008
11020,375.0,4,2.75,175.58667,486.81172,1.0,0,0,3,7,91.04494,84.54173,1981,0,98106
11021,315.0,2,1.0,193.23824,1361.865077,1.0,0,0,3,7,96.61912,96.61912,1960,0,98178
11022,467.5,3,1.0,157.9351,386.940995,1.5,0,0,3,7,157.9351,0.0,1918,0,98118
11023,330.0,3,1.0,105.90942,679.678348,1.0,0,0,3,6,105.90942,0.0,1959,0,98106
11024,665.0,3,2.5,291.343808,5058.56835,1.5,0,0,5,8,291.343808,0.0,1910,0,98070
11025,760.0,4,3.25,240.61877,361.299767,3.0,0,0,3,9,240.61877,0.0,2013,0,98007
11026,469.0,3,1.75,137.49644,74.3224,2.0,0,0,3,8,92.903,44.59344,2014,0,98136
11027,408.0,3,3.0,139.3545,136.846119,2.0,0,0,3,8,104.05136,35.30314,2000,0,98122
11028,851.0,3,2.75,247.12198,961.54605,1.0,0,4,4,8,123.56099,123.56099,1971,0,98008
11029,410.0,2,2.0,125.41905,364.737178,1.0,0,0,3,8,125.41905,0.0,2007,0,98053
11030,235.0,2,1.0,79.89658,975.4815,1.0,0,0,3,6,79.89658,0.0,1943,0,98024
11031,207.1,2,1.0,92.903,418.0635,1.0,0,0,3,6,92.903,0.0,1916,0,98055
11032,560.0,4,2.5,230.39944,1519.89308,1.0,0,0,5,7,140.28353,90.11591,1959,0,98028
11033,903.0,3,2.75,358.60558,1187.857758,2.0,0,0,4,10,358.60558,0.0,1984,0,98006
11034,998.5,3,1.75,198.81242,445.9344,2.0,0,0,3,8,157.00607,41.80635,1905,0,98112
11035,268.5,4,1.75,169.08346,1263.4808,1.5,0,0,3,7,104.05136,65.0321,1959,0,98032
11036,494.95,2,1.75,206.24466,3065.799,1.0,0,0,4,8,206.24466,0.0,1970,0,98072
11038,250.0,3,2.0,136.56741,1123.754688,1.0,0,0,4,6,136.56741,0.0,1942,0,98030
11039,449.0,4,1.75,218.32205,5058.56835,1.0,0,0,4,7,116.12875,102.1933,1971,0,98027
11041,325.0,4,2.0,173.72861,715.3531,1.0,0,0,3,8,173.72861,0.0,1966,0,98055
11042,506.0,5,3.0,225.75429,743.224,1.0,0,0,4,7,127.27711,98.47718,1957,0,98008
11043,751.0,4,2.5,259.19937,607.399814,2.0,0,0,3,9,259.19937,0.0,2003,0,98027
11044,280.0,3,2.5,127.27711,2074.1523779999998,2.0,0,0,3,7,127.27711,0.0,1993,0,98045
11045,1120.0,4,2.25,415.27641,5608.832819,2.0,0,0,3,11,415.27641,0.0,1988,0,98072
11046,580.0,3,1.75,189.52212,7527.093963,1.0,0,0,3,8,189.52212,0.0,1980,0,98053
11047,665.0,4,2.25,217.39302,492.3859,1.0,0,0,5,8,157.9351,59.45792,1963,0,98008
11048,450.0,4,2.5,234.11556,791.069045,2.0,0,0,3,7,234.11556,0.0,1999,0,98019
11049,389.9,4,1.0,158.86413,10886.001928,1.5,0,0,4,6,158.86413,0.0,1942,0,98055
11050,427.0,3,1.0,111.4836,487.926556,1.0,0,0,3,7,111.4836,0.0,1962,0,98007
11051,265.0,3,1.75,123.56099,1172.250054,1.0,0,3,3,7,123.56099,0.0,1983,0,98188
11052,398.0,3,1.5,121.70293,278.337388,2.0,0,0,3,7,121.70293,0.0,1998,0,98144
11053,354.0,6,3.5,280.56706,418.0635,2.0,0,0,3,7,280.56706,0.0,1941,1992,98178
11054,339.95,4,2.5,209.96078,565.407658,2.0,0,0,3,8,209.96078,0.0,1999,0,98030
11055,399.0,2,1.0,73.39337,371.612,1.0,0,0,3,6,73.39337,0.0,1948,0,98115
11056,325.0,2,2.0,90.11591,464.515,1.0,0,0,3,7,90.11591,0.0,1983,0,98034
11057,998.8,3,2.0,209.03175,743.224,1.0,0,2,4,9,209.03175,0.0,1955,0,98177
11058,350.0,4,2.5,142.14159,208.845944,1.5,0,0,3,7,142.14159,0.0,1914,0,98144
11059,1000.0,4,1.75,165.36734,1062.438708,1.0,0,0,5,9,165.36734,0.0,1967,0,98004
11060,561.0,3,2.5,196.95436,490.249131,2.0,0,0,3,7,196.95436,0.0,2005,0,98053
11061,245.0,2,1.0,139.3545,621.056555,1.0,0,0,3,7,110.55457,28.79993,1926,0,98133
11062,570.0,2,1.0,139.3545,621.056555,1.0,0,0,3,7,110.55457,28.79993,1926,0,98133
11063,845.0,4,3.0,222.03817,371.612,1.5,0,0,5,8,135.63838,86.39979,1931,0,98103
11064,314.5,4,2.5,222.03817,891.8688,2.0,0,0,3,7,222.03817,0.0,1996,0,98010
11065,650.0,3,1.75,271.27676,870.50111,1.0,0,0,4,8,150.50286,120.7739,1981,0,98006
11066,298.0,2,1.0,78.96755,464.515,1.0,0,0,3,5,78.96755,0.0,1907,0,98055
11067,500.0,2,1.0,86.39979,297.2896,1.0,0,0,3,7,86.39979,0.0,1904,0,98122
11068,870.0,4,2.5,310.29602,1137.875944,2.0,0,1,3,9,229.47041,80.82561,1998,0,98126
11069,299.0,2,1.0,65.96113,625.422996,1.0,0,0,5,6,65.96113,0.0,1942,0,98126
11070,527.0,3,2.25,208.10272,599.22435,1.0,0,0,3,7,133.78032,74.3224,1979,0,98125
11071,420.0,3,1.0,98.47718,709.593114,1.0,0,0,5,7,98.47718,0.0,1966,0,98007
11072,290.0,3,2.5,219.25108,814.201892,2.0,0,0,3,8,219.25108,0.0,1991,0,98022
11074,499.99,3,1.75,160.72219,867.156602,1.0,0,0,3,8,113.34166,47.38053,1977,0,98052
11075,315.0,3,1.75,108.69651,371.612,1.0,0,0,3,6,66.89016,41.80635,1943,2013,98106
11076,425.0,4,2.25,341.88304,2440.190198,2.0,0,0,4,9,341.88304,0.0,1981,0,98042
11077,630.0,3,2.5,269.4187,4330.115927,2.0,0,0,3,9,269.4187,0.0,1987,0,98077
11078,365.0,3,1.75,119.84487,669.366115,1.5,0,0,3,7,119.84487,0.0,1971,0,98034
11079,774.0,4,2.75,186.73503,650.321,2.0,0,0,5,8,186.73503,0.0,1901,0,98199
11080,368.888,3,1.5,138.42547,1132.115958,1.0,0,0,4,7,138.42547,0.0,1950,0,98155
11081,339.5,4,2.5,179.30279,730.403386,2.0,0,0,3,7,179.30279,0.0,1994,0,98038
11082,344.95,4,1.75,208.10272,696.7725,1.0,0,0,4,7,104.05136,104.05136,1956,0,98133
11083,450.0,3,2.0,215.53496,1643.268264,1.0,0,0,3,8,215.53496,0.0,1952,1994,98166
11084,814.95,4,2.75,277.77997,615.575278,2.0,0,0,3,9,277.77997,0.0,2014,0,98052
11085,299.9,4,2.5,204.3866,532.33419,2.0,0,0,3,8,204.3866,0.0,2003,0,98042
11086,315.0,3,2.0,139.3545,727.244684,1.0,0,0,4,7,139.3545,0.0,1967,0,98058
11087,880.0,3,1.75,358.60558,836.127,1.0,0,2,3,9,179.30279,179.30279,1970,0,98155
11088,195.0,3,1.5,132.85129,483.0956,1.0,0,0,4,7,95.69009,37.1612,1977,0,98042
11089,910.0,5,2.75,348.38625,769.143937,2.0,0,0,3,9,348.38625,0.0,2001,0,98074
11090,540.0,5,2.5,287.9993,946.588667,2.0,0,0,3,8,287.9993,0.0,2002,0,98019
11091,306.0,3,2.5,173.72861,545.712222,2.0,0,0,3,7,173.72861,0.0,2005,0,98042
11092,272.0,4,2.25,189.52212,706.0628,1.0,0,0,4,8,146.78674,42.73538,1978,0,98023
11094,450.0,3,1.75,292.64445,860.095974,1.0,0,1,3,8,220.18010999999998,72.46433999999999,1970,0,98027
11095,450.0,3,2.5,184.87697,1188.508079,2.0,0,0,3,8,184.87697,0.0,1993,0,98028
11096,310.0,4,1.0,161.65122,1028.900725,1.5,0,0,3,7,161.65122,0.0,1965,0,98133
11097,530.0,2,2.25,193.23824,1048.410355,1.0,0,0,4,8,109.62554,83.6127,1954,0,98042
11098,435.0,4,2.5,191.38018,940.642875,2.0,0,0,4,7,144.92867999999999,46.4515,1979,0,98028
11099,485.0,3,2.0,147.71577,1042.557466,1.0,0,0,4,7,147.71577,0.0,1948,0,98177
11100,690.0,3,1.5,163.50928,371.612,2.0,0,0,3,8,163.50928,0.0,1922,0,98102
11101,305.0,4,2.5,150.50286,371.612,2.0,0,0,3,7,150.50286,0.0,2008,0,98038
11102,300.0,3,1.75,112.41263,650.321,1.0,0,0,3,7,112.41263,0.0,1975,0,98058
11103,289.95,4,3.0,189.52212,469.16015,1.0,0,0,3,8,138.42547,51.09665,1993,0,98092
11104,575.0,3,2.5,210.88981,891.8688,2.0,0,0,3,9,210.88981,0.0,1990,0,98011
11106,219.0,3,1.5,98.47718,891.8688,1.0,0,0,4,7,98.47718,0.0,1962,0,98023
11107,265.0,4,3.0,180.23182,759.01751,1.0,0,0,4,7,180.23182,0.0,1948,0,98155
11108,1105.0,5,3.25,285.21220999999997,464.515,2.0,0,0,3,9,190.45115,94.76106,2006,0,98103
11109,200.0,3,1.0,86.39979,705.13377,1.0,0,0,3,6,76.18046,10.21933,1943,0,98166
11110,545.0,4,2.75,202.52854,787.81744,1.0,0,3,4,7,112.41263,90.11591,1959,0,98146
